Date,Open,High,Low,Close,Volume
1999-01-22,0.040062635504586434,0.04471264761674725,0.03553166798710624,0.03755906596779823,2714688000
1999-01-25,0.040539732709051146,0.041970082946252145,0.037559073384359216,0.04149391129612923,510480000
1999-01-26,0.041970089686728086,0.04280522378974265,0.03767812064241062,0.03827425464987755,343200000
1999-01-27,0.03839328763471245,0.03934746617021807,0.03624684816282168,0.0381552018225193,244368000
1999-01-28,0.038155206332895604,0.03839329217323318,0.03779716163457125,0.03803524747490883,227520000
1999-01-29,0.03803523822857873,0.03815519705740363,0.03624684363603592,0.03624684363603592,244032000
1999-02-01,0.03624685555617707,0.03720103087499443,0.03624685555617707,0.03696294501423836,154704000
1999-02-02,0.03624683924042646,0.0372010141297421,0.033028091645645234,0.03410131111741066,264096000
1999-02-03,0.03362424228248661,0.03529359291494394,0.033385238765603786,0.03481650352478027,75120000
1999-02-04,0.035293584252145904,0.037678112974080503,0.03481649497908364,0.03672393783926964,181920000
1999-02-05,0.03732006378095142,0.038155197612556785,0.036366802993993065,0.03779715299606323,136848000
1999-02-08,0.038035245693227776,0.03815520454559533,0.03648585081100464,0.03648585081100464,154080000
1999-02-09,0.037201018577323566,0.03743910777068798,0.03457749016982158,0.03505457937717438,86976000
1999-02-10,0.03505458862090974,0.036008763875913785,0.03410132418676982,0.034697458148002625,148224000
1999-02-11,0.03481649347333839,0.0391084614585261,0.03481649347333839,0.03767811134457588,132240000
1999-02-12,0.038155195758598714,0.04006263488309837,0.038155195758598714,0.03982454910874367,109728000
1999-02-16,0.0405397479617904,0.04220910229554951,0.03600877443355303,0.04006265848875046,211008000
1999-02-17,0.03910845887829357,0.03958554809924606,0.0372010196377601,0.03791619464755058,67728000
1999-02-18,0.03910845716051205,0.0395855463605091,0.03743910719345361,0.038512326776981354,70704000
1999-02-19,0.038155195758598714,0.040539724075028455,0.037678106566668625,0.03982454910874367,75360000
1999-02-22,0.0405397479617904,0.04101683743483034,0.037916214681951416,0.04006265848875046,205248000
1999-02-23,0.04101682435434086,0.042805219369433115,0.038632295393341856,0.041970085352659225,138096000
1999-02-24,0.048170389462883594,0.05007874247251124,0.04423555310416826,0.04530877247452736,612768000
1999-02-25,0.047217139781822764,0.04864749329890705,0.043162343392344815,0.04387843608856201,149136000
1999-02-26,0.04435552754491784,0.0457858777218475,0.041493909547681056,0.04185103997588158,172608000
1999-03-01,0.04292425179725972,0.04387843016791124,0.040062634328513126,0.0420900322496891,92160000
1999-03-02,0.041970080409776594,0.04220908386380992,0.041016819523725274,0.04173199459910393,55248000
1999-03-03,0.041970079275190426,0.041970079275190426,0.03863228979920098,0.038870375603437424,61392000
1999-03-04,0.04077782115050898,0.041016824634321554,0.037678117008745446,0.03803524747490883,57360000
1999-03-05,0.038393290599078755,0.040300730173997906,0.038393290599078755,0.04018168896436691,78768000
1999-03-08,0.0391084494194055,0.0419700664097246,0.038393274582589364,0.04077780246734619,75888000
1999-03-09,0.040658768105024855,0.04268616602620083,0.040658768105024855,0.0420900322496891,143184000
1999-03-10,0.04268618035375598,0.04268618035375598,0.04077782297191551,0.04137395694851875,235344000
1999-03-11,0.040658772461177405,0.041373947494185416,0.039585549384355545,0.039585549384355545,54288000
1999-03-12,0.0398245541070549,0.0398245541070549,0.03815520054739225,0.038870375603437424,90768000
1999-03-15,0.039824562582573234,0.04101682714416653,0.03958555908413588,0.04053973779082298,108816000
1999-03-16,0.04077782318737799,0.04125491253535896,0.03887038343897496,0.03922842815518379,79152000
1999-03-17,0.03958554518758433,0.04030072014477108,0.03851232563585622,0.039466504007577896,51360000
1999-03-18,0.03958555015998228,0.04053972865155969,0.03863228931172914,0.039943598210811615,46320000
1999-03-19,0.03982457257411118,0.041254923349469626,0.03982457257411118,0.04006265848875046,105312000
1999-03-22,0.040896859575111494,0.04101681841490881,0.038870375603437424,0.038870375603437424,36672000
