Date,Open,High,Low,Close,Volume
1962-01-02,0.08815532177686691,0.08880995382118484,0.08815532177686691,0.08815532177686691,902400
1962-01-03,0.08815537719578095,0.08946464210748672,0.08815537719578095,0.08946464210748672,1200000
1962-01-04,0.08946458727898628,0.09011916606063781,0.08924634107875995,0.08968278020620346,1088000
1962-01-05,0.08968279186822967,0.09011917777941007,0.0875007024932794,0.08771894872188568,1222400
1962-01-08,0.08771894508401519,0.08837352392363919,0.08640968085873948,0.08750069886445999,1388800
1962-01-09,0.08750068662654258,0.08815531864762306,0.08706430079449319,0.08728249371051788,1065600
1962-01-10,0.0872825664559357,0.0872825664559357,0.08662793388925348,0.08684618026018143,828800
1962-01-11,0.087064316582099,0.08771894872188568,0.087064316582099,0.08771894872188568,617600
1962-01-12,0.08793712455411427,0.08902814239263535,0.08793712455411427,0.08902814239263535,1398400
1962-01-15,0.08902814239263535,0.08902814239263535,0.08815531746721735,0.08902814239263535,966400
1962-01-16,0.08902815906572266,0.08902815906572266,0.08837352693080902,0.08837352693080902,569600
1962-01-17,0.08837356231020399,0.0890281947071926,0.08728254383058097,0.08793717622756958,832000
1962-01-18,0.08793712885309704,0.08837351470063678,0.087500689732549,0.08815532177686691,844800
1962-01-19,0.08815533489925227,0.08880996704101562,0.08815533489925227,0.08880996704101562,720000
1962-01-22,0.08880994947953227,0.08902814239263535,0.0885917565664292,0.08902814239263535,745600
1962-01-23,0.08880996611175668,0.08880996611175668,0.08815533397684303,0.08837352693080902,908800
1962-01-24,0.08837352693080902,0.08859177315779068,0.08771894806891105,0.08837352693080902,841600
1962-01-25,0.08837349339117914,0.08902812527764599,0.08837349339117914,0.08859173953533173,1078400
1962-01-26,0.0885917565664292,0.08902814239263535,0.08837351038032042,0.08902814239263535,832000
1962-01-29,0.08902813179918909,0.09055558855517011,0.08902813179918909,0.09033739566802979,1462400
1962-01-30,0.09055553999692484,0.09121017158031464,0.09055553999692484,0.09121017158031464,1843200
1962-01-31,0.09142840722047088,0.09251942485570908,0.09142840722047088,0.09251942485570908,1718400
1962-02-01,0.09251944596568742,0.09426509588956833,0.09251944596568742,0.09426509588956833,2371200
1962-02-02,0.09426517234199124,0.09622901678085327,0.0940469792427957,0.09622901678085327,2310400
1962-02-05,0.09644718412955516,0.0977563949250838,0.09644718412955516,0.09710176289081573,1977600
1962-02-06,0.09688357221933894,0.09688357221933894,0.09557436139341981,0.09579255431890488,1446400
1962-02-07,0.09663091599941254,0.09663091599941254,0.09508657325658025,0.09663091599941254,1126400
1962-02-08,0.09663091599941254,0.09707212600483278,0.0964102571347717,0.09663091599941254,684800
1962-02-09,0.0959690394175436,0.0959690394175436,0.0955277755856514,0.0955277755856514,563200
1962-02-12,0.09552778800617173,0.09596905189543706,0.09530718299250576,0.09574844688177109,428800
1962-02-13,0.09574839841888748,0.09574839841888748,0.0937627927151044,0.09508652985095978,873600
1962-02-14,0.09508649543448916,0.09618957340717316,0.0944246271061241,0.09618957340717316,636800
1962-02-15,0.09618966202962508,0.09663092594238047,0.09574845197880592,0.09641026705503464,742400
1962-02-16,0.0964102571347717,0.09707212600483278,0.09618965213206157,0.09663091599941254,816000
1962-02-19,0.09663090173619963,0.09861645419137452,0.09663090173619963,0.09817519038915634,1657600
1962-02-20,0.09817519465420166,0.09883706345532124,0.09773398469473867,0.09861645847558975,800000
1962-02-21,0.09861645963068007,0.09861645963068007,0.09707211703062057,0.09707211703062057,681600
1962-02-23,0.09707219806143633,0.09729280322790146,0.09641032870007021,0.09729280322790146,793600
1962-02-26,0.0972927310075429,0.09751338987218375,0.09663091599941254,0.09663091599941254,640000
1962-02-27,0.09663085222207925,0.09817514008373532,0.09663085222207925,0.09751332551240921,908800
1962-02-28,0.09751342153650683,0.099278369855159,0.09751342153650683,0.09773402661085129,2131200
1962-03-01,0.09773395582675168,0.09861642934694377,0.09729269213570103,0.09839582443237305,899200
1962-03-02,0.09839579880273919,0.09861640365984789,0.09751332551240921,0.09751332551240921,838400
1962-03-05,0.09751338085717717,0.09751338085717717,0.09707211703062057,0.09707211703062057,1011200
1962-03-06,0.09707211777373047,0.09707211777373047,0.09663090780572203,0.09685151278972626,550400
1962-03-07,0.09685153096779003,0.09707213599319961,0.0959690570042155,0.09641026705503464,985600
1962-03-08,0.09552774782325736,0.09552774782325736,0.09420406443612403,0.09486593306064606,1190400
1962-03-09,0.09508656561568557,0.09574843443256069,0.09508656561568557,0.0955277755856514,825600
1962-03-12,0.09508653798151649,0.09508653798151649,0.09420406443612403,0.09486593306064606,611200
1962-03-13,0.09486592494895259,0.09530713475296697,0.09464526618503928,0.09508652985095978,656000
1962-03-14,0.09508657797883979,0.09574844688177109,0.09486597296517381,0.09574844688177109,681600
